new_id;id:ID;names;size;labels;rho
9677;penicillamine;penicillamine;11;drug;0.5
9678;SETD1A;SETD1A;48;gene:protein;0.6703598794736843
9679;ZBTB7A;ZBTB7A;100;gene:protein;0.61359746375
9680;EGFR-AS1;EGFR-AS1;3;gene;0.5
9681;OCM;OCM;35;gene:protein;0.602545448888889
9682;tetrahydrobiopterin;tetrahydrobiopterin;5;other;0.5
9683;Dyclonine;Dyclonine;1;drug;0.5
9684;trastuzumab deruxtecan;trastuzumab deruxtecan;3;other;0.5
9685;Enfortumab_vedotin;Enfortumab vedotin;1;drug;0.54410917
9686;fluvastatin;fluvastatin;267;drug;0.5
9687;B-lymphoblast;B-lymphoblast;6;enzyme source;0.5
9688;PSMA5;PSMA5;73;gene:protein;0.6478906541935484
9689;hyperthyroidism;hyperthyroidism;68;disease;0.25
9690;hyperthyroxinemia;hyperthyroxinemia;4;disease;0.5
9691;CPSF4;CPSF4;22;gene:protein;0.6404875099999999
9692;naltrexone;naltrexone;2;drug;0.5
9693;SNORD80;SNORD80;4;gene;0.5
9694;SNORD74;SNORD74;3;gene;0.5
9695;PER2;PER2;102;gene:protein;0.6607372445454545
9696;STAG2;STAG2;60;gene:protein;0.672021113
9697;cutaneous_fibrous_histiocytoma;cutaneous fibrous histiocytoma;5;disease;0.5
9698;GNA11;GNA11;12;gene:protein;0.6498729309999999
9699;DDR2;DDR2;65;gene:protein;0.6030966136363637
9700;TRIM3;TRIM3;119;gene:protein;0.5785286239999999
9701;Ceftazidime;Ceftazidime;87;drug;0.6576959262500001
9702;DNAJC3;DNAJC3;31;gene:protein;0.641525346153846
9703;viral_gene_expression;viral gene expression;30;biological process;0.5
9704;CARD16;CARD16;45;gene:protein;0.5560004361111112
9705;LINC01106;LINC01106;12;gene;0.5
9706;GLI4;GLI4;5;gene:protein;0.6202452
9707;MIR665;MIR665;94;gene;0.5
9708;ESD;ESD;59;gene:protein;0.53652648875
9709;HSD17B10;HSD17B10;3;gene:protein;0.551041015
9710;gliosarcoma;gliosarcoma;4;disease;0.5
9711;ACADL;ACADL;23;gene:protein;0.5708863966666666
9712;smoothened_signaling_pathway;smoothened signaling pathway;52;biological process;0.5023227343333334
9713;PPBP;PPBP;247;gene:protein;0.6417219247619048
9714;MYO10;MYO10;15;gene:protein;0.61436543
9715;lipoxygenase_pathway;lipoxygenase pathway;3;biological process;0.5
9716;CAVIN1;CAVIN1;126;gene:protein;0.62320934
9717;mast_cell_line;mast cell line;7;enzyme source;0.2
9718;CTHRC1;CTHRC1;12;gene:protein;0.573340452
9719;5-fluoro-deoxyuridine;5-fluoro-deoxyuridine;1;other;0.5
9720;EFEMP1;EFEMP1;29;gene:protein;0.5753949642857143
9721;histone_H4_acetylation;histone H4 acetylation;5;biological process;0.16666667
9722;Indole-3-carbinol;Indole-3-carbinol;13;drug;0.5
9723;MIR581;MIR581;44;gene;0.5
9724;MIR922;MIR922;2;gene;0.5
9725;DTIC;DTIC;110;other;0.5331103864
9726;binimetinib;binimetinib;13;drug;0.5
9727;clitoris;clitoris;2;enzyme source;0.5
9728;gonad;gonad;22;enzyme source;0.3333333399999998
9729;Stanolone;Stanolone;78;drug;0.4962806133333333
9730;MAU2;MAU2;66;gene:protein;0.5657990238095238
9731;isolated_growth_hormone_deficiency;isolated growth hormone deficiency;38;disease;0.5723125099999999
9732;Sorbitol;Sorbitol;59;drug;0.5323269374074074
9733;DSG2;DSG2;71;gene:protein;0.59451731
9734;MIR491;MIR491;9;gene;0.5
9735;MIR940;MIR940;10;gene;0.5
9736;MIR3182;MIR3182;1;gene;0.5
9737;MIR374B;MIR374B;22;gene;0.5
9738;LIMS1;LIMS1;43;gene:protein;0.6494492340000001
9739;LIMS2;LIMS2;16;gene:protein;0.6849727
9740;anlage;anlage;8;anatomical entity;0.5
9741;chondrocyte_differentiation;chondrocyte differentiation;28;biological process;0.33333334
9742;PROZ;PROZ;49;gene:protein;0.5336625625
9743;chondrocyte_proliferation;chondrocyte proliferation;24;biological process;0.5
9744;alkaline_phosphatase_activity;alkaline phosphatase activity;46;molecular function;0.5
9745;breast_implant-associated_anaplastic_large_cell_lymphoma;breast implant-associated anaplastic large cell lymphoma;1;disease;0.5
9746;integrin_binding;integrin binding;22;molecular function;0.5
9747;FBXO3;FBXO3;22;gene:protein;0.5826001772727273
9748;body_wall_muscle;body wall muscle;4;enzyme source;0.5
9749;secretory_cell;secretory cell;5;anatomical entity:enzyme source;0.16666667
9750;PLP1;PLP1;75;gene:protein;0.5712832616666667
9751;ALDH1L1;ALDH1L1;33;gene:protein;0.6091617857142858
9752;MTHFD1;MTHFD1;4;gene:protein;0.71278768
9753;PGD;PGD;29;gene:protein;0.5569354690000001
9754;ALDH1L2;ALDH1L2;12;gene:protein;0.635495535
9755;NADP_metabolic_process;NADP metabolic process;1;biological process;0.5
9756;NAD+_kinase_activity;NAD+ kinase activity;4;molecular function;0.61529767
9757;MTHFD2L;MTHFD2L;1;gene:protein;0.6417768
9758;B4GALNT2;B4GALNT2;10;gene:protein;0.5662419166666667
9759;MAFB;MAFB;553;gene:protein;0.6476570300000001
9760;MAGEA11;MAGEA11;282;gene:protein;0.5776513400000001
9761;MSH5;MSH5;261;gene:protein;0.5033112761904762
9762;epididymo-orchitis;epididymo-orchitis;1;disease;0.5
9763;ubiquitin_protein_ligase_binding;ubiquitin protein ligase binding;2;molecular function;0.5
9764;RALA;RALA;54;gene:protein;0.6358213428571429
9765;RALB;RALB;6;gene:protein;0.5472818966666667
9766;ID2;ID2;168;gene:protein;0.6799285933333333
9767;SERINC3;SERINC3;86;gene:protein;0.544948746
9768;sensorineural_hearing_loss;sensorineural hearing loss;19;disease;0.3589743646153845
9769;CYP2R1;CYP2R1;18;gene:protein;0.538331975
9770;DHCR7;DHCR7;23;gene:protein;0.67533844
9771;photoprotection;photoprotection;2;biological process;0.5
9772;NADSYN1;NADSYN1;1;gene:protein;0.5664046
9773;oxidoreductase_activity__acting_on_paired_donors__with_incorporation_or_reduction_of_molecular_oxygen__reduced_flavin_or_flavoprotein_as_one_donor__and_incorporation_of_one_atom_of_oxygen;oxidoreductase activity acting on paired donors with incorporation or reduction of molecular oxygen reduced flavin or flavoprotein as one donor and incorporation of one atom of oxygen;2;molecular function;0.5
9774;streptozocin;streptozocin;1;drug;0.5
9775;DNA_damage_checkpoint;DNA damage checkpoint;46;biological process;0.5111038746666667
9776;intra-S_DNA_damage_checkpoint;intra-S DNA damage checkpoint;13;biological process;0.5
9777;MGA;MGA;30;gene:protein;0.5
9778;E2F7;E2F7;198;gene:protein;0.6519657664285713
9779;TEAD4;TEAD4;15;gene:protein;0.7045165755555556
9780;E2F8;E2F8;11;gene:protein;0.6670727133333334
9781;CAFdA;CAFdA;61;other;0.5294118
9782;DGKE;DGKE;68;gene:protein;0.6377827855555555
9783;CDK19;CDK19;86;gene:protein;0.5755831444444445
9784;LHX2;LHX2;16;gene:protein;0.6371260433333333
9785;dinoflagellate_epicone;dinoflagellate epicone;27;cellular component;0.5
9786;STAT5B;STAT5B;181;gene:protein;0.6716790819148934
9787;RCHY1;RCHY1;388;gene:protein;0.663781285625
9788;Omega-3_fatty_acids;Omega-3 fatty acids;14;drug;0.5187545124999999
9789;alpha-linolenic acid;alpha-linolenic acid;5;other;0.5247252800000001
9790;PHB;PHB;268;gene:protein;0.6426619808333333
9791;MIR637;MIR637;29;gene;0.5
9792;Valproate;Valproate;13;other;0.5119047666666666
9793;Olsalazine;Olsalazine;2;drug;0.5
9794;exocarp;exocarp;19;enzyme source;0.5
9795;Farnesyl_diphosphate;Farnesyl diphosphate;21;drug;0.522098382
9796;HINT1;HINT1;1;gene:protein;0.65979624
9797;heterochromatin_domain;heterochromatin domain;11;cellular component;0.5
9798;FOXO4;FOXO4;129;gene:protein;0.6727710504545455
9799;primary_sclerosing_cholangitis;primary sclerosing cholangitis;17;disease;0.5
9800;ripoptosome;ripoptosome;64;cellular component;0.5083927564705881
9801;gastrointestinal_system_disease;gastrointestinal system disease;7;disease;0.506278975
9802;interleukin-6_receptor_activity;interleukin-6 receptor activity;74;molecular function;0.5
9803;FENDRR;FENDRR;83;gene;0.5114468957142857
9804;GAPLINC;GAPLINC;1;gene;0.5
9805;TYMS;TYMS;61;gene:protein;0.584659011875
9806;Griscelli_syndrome_type_3;Griscelli syndrome type 3;8;disease;0.5
9807;Sodium_acetate;Sodium acetate;54;drug;0.5576959884848486
9808;ITM2B;ITM2B;89;gene:protein;0.5605718833333333
9809;PSMD12;PSMD12;118;gene:protein;0.6916859610000002
9810;THOC1;THOC1;9;gene:protein;0.7127823650000001
9811;PIK3R5;PIK3R5;16;gene:protein;0.6842306411111113
9812;SERINC5;SERINC5;79;gene:protein;0.55893165
9813;SERINC2;SERINC2;2;gene:protein;0.56266487
9814;CLs;CLs;4;other;0.5
9815;ivabradine;ivabradine;6;drug;0.5
9816;VLDLR;VLDLR;7;gene:protein;0.6042952500000001
9817;LRP8;LRP8;41;gene:protein;0.6139235928571429
9818;DAB1;DAB1;98;gene:protein;0.6204646125
9819;Polymyxin_B;Polymyxin B;18;drug;0.579875261
9820;LRRC1;LRRC1;46;gene:protein;0.54545456
9821;FGA;FGA;25;gene:protein;0.6213955125
9822;tha;tha;3;other;0.5
9823;mRNA_methylation;mRNA methylation;9;biological process;0.279304095
9824;LMNB1;LMNB1;91;gene:protein;0.6253071386956521
9825;SLC14A1;SLC14A1;139;gene:protein;0.5113474666666668
9826;DEGS1;DEGS1;32;gene:protein;0.5744612975000001
9827;PDHA1;PDHA1;160;gene:protein;0.551959624
9828;urea_transport;urea transport;1;biological process;0.33333334
9829;ASL;ASL;133;gene:protein;0.6073730945454545
9830;ETV4;ETV4;26;gene:protein;0.6504304263636363
9831;TBILA;TBILA;26;gene;0.5
9832;non-small_cell_lung_cancer_cell_line;non-small cell lung cancer cell line;31;enzyme source;0.5
9833;choroid_plexus;choroid plexus;30;enzyme source;0.5
9834;LAMC1;LAMC1;114;gene:protein;0.6615837250000001
9835;area_postrema;area postrema;3;enzyme source;0.5
9836;subfornical_organ;subfornical organ;3;enzyme source;0.5
9837;KNL1;KNL1;8;gene:protein;0.7347308199999999
9838;POLR2G;POLR2G;3;gene:protein;0.64741373
9839;colonic_mucosa;colonic mucosa;31;enzyme source;0.5
9840;POLR2J;POLR2J;1;gene:protein;0.6158647
9841;KIAA1549;KIAA1549;18;gene:protein;0.5
9842;obstructive_hydrocephalus;obstructive hydrocephalus;3;disease;0.5
9843;OLIG2;OLIG2;24;gene:protein;0.6580781992857142
9844;superior_mesenteric_artery;superior mesenteric artery;11;enzyme source;0.5
9845;LLGL2;LLGL2;3;gene:protein;0.59388095
9846;Castleman_disease;Castleman disease;33;disease;0.51819166
9847;L-dopa;L-dopa;9;other;0.5138889
9848;diclofenac;diclofenac;61;drug;0.5
9849;CARMN;CARMN;5;gene;0.52626264
9850;DGCR;DGCR;1;gene;0.5
9851;MIR449C;MIR449C;65;gene;0.52272728
9852;MNX1-AS1;MNX1-AS1;5;gene;0.5
9853;CDC37;CDC37;925;gene:protein;0.6347942814285713
9854;Dacetuzumab;Dacetuzumab;49;drug;0.5591821045454545
9855;sinus_node;sinus node;1;enzyme source;0.5714286
9856;MIR552;MIR552;45;gene;0.5
9857;ADAM28;ADAM28;8;gene:protein;0.5604492999999999
9858;SOD3;SOD3;76;gene:protein;0.58661621
9859;peptidylamidoglycolate_lyase_activity;peptidylamidoglycolate lyase activity;90;molecular function;0.5
9860;4-coumarate-CoA_ligase_activity;4-coumarate-CoA ligase activity;6;molecular function;0.5
9861;SPAG9;SPAG9;201;gene:protein;0.597860277
9862;flavonoid_biosynthetic_process;flavonoid biosynthetic process;2;biological process;0.5
9863;Chediak-Higashi_syndrome;Chediak-Higashi syndrome;177;disease;0.5
9864;oligosaccharide_reducing-end_xylanase_activity;oligosaccharide reducing-end xylanase activity;61;molecular function;0.5
9865;ACOT12;ACOT12;5;gene:protein;0.6205939
9866;TWIST2;TWIST2;13;gene:protein;0.6652915
9867;naringenin-chalcone_synthase_activity;naringenin-chalcone synthase activity;11;molecular function;0.5
9868;PHB2;PHB2;173;gene:protein;0.6483240439473685
9869;SORBS2;SORBS2;2;gene:protein;0.6392293
9870;ADHFE1;ADHFE1;11;gene:protein;0.59900515
9871;L-malate_dehydrogenase_activity;L-malate dehydrogenase activity;32;molecular function;0.5
9872;SBSN;SBSN;155;gene:protein;0.5
9873;cilostazol;cilostazol;14;drug;0.5
9874;karyomegalic_interstitial_nephritis;karyomegalic interstitial nephritis;10;disease;0.65479605
9875;Atorvastatin;Atorvastatin;43;drug;0.5
9876;TNPO2;TNPO2;14;gene:protein;0.67759655
9877;damaged_DNA_binding;damaged DNA binding;41;molecular function;0.4659996229032258
9878;SPDYA;SPDYA;76;gene:protein;0.6070001433333334
9879;MIR324;MIR324;7;gene;0.5
9880;medial_geniculate_body;medial geniculate body;21;enzyme source;0.5
9881;HERC1;HERC1;68;gene:protein;0.5774576316666666
9882;PFKL;PFKL;50;gene:protein;0.6852803983333334
9883;RNF7;RNF7;8;gene:protein;0.7076697120000001
9884;AMBRA1;AMBRA1;36;gene:protein;0.66297139625
9885;PGAM5;PGAM5;5;gene:protein;0.558275006
9886;polyp;polyp;1207;enzyme source;0.5
9887;vasculature_development;vasculature development;10;biological process;0.1242048024999999
9888;BLACAT1;BLACAT1;37;gene;0.5229166766666666
9889;MIR608;MIR608;30;gene;0.5
9890;serine_C-palmitoyltransferase_activity;serine C-palmitoyltransferase activity;40;molecular function;0.5029761928571429
9891;ceramidase_activity;ceramidase activity;2;molecular function;0.5
9892;mucormycosis;mucormycosis;47;disease;0.5020833333333333
9893;DCPS;DCPS;13;gene:protein;0.6576655133333333
9894;T_cell_cytokine_production;T cell cytokine production;9;biological process;0.51026812
9895;DHX37;DHX37;2;gene:protein;0.59284
9896;lung_cancer_cell;lung cancer cell;16;enzyme source;0.3485157399999999
9897;X-linked_dominant_hypophosphatemic_rickets;X-linked dominant hypophosphatemic rickets;1;disease;0.5
9898;PAX4;PAX4;32;gene:protein;0.6309615675
9899;glomerular_visceral_epithelial_cell_apoptotic_process;glomerular visceral epithelial cell apoptotic process;7;biological process;0.5
9900;meniscus;meniscus;11;enzyme source;0.5
9901;CLIC4;CLIC4;22;gene:protein;0.5983981479999999
9902;SEMA6B;SEMA6B;1;gene:protein;0.52717906
9903;BTRC;BTRC;21;gene:protein;0.6254363342857143
9904;extracellular_matrix_constituent_secretion;extracellular matrix constituent secretion;5;biological process;0.5
9905;Calcium_chloride;Calcium chloride;14;drug;0.5524680515384615
9906;RAI1;RAI1;2;gene:protein;0.6778815499999999
9907;GORASP1;GORASP1;16;gene:protein;0.6000028133333334
9908;TMBIM6;TMBIM6;167;gene:protein;0.6635149985714286
9909;TMBIM4;TMBIM4;3;gene:protein;0.5
9910;CUL4A;CUL4A;550;gene:protein;0.66286688275
9911;BCL11A;BCL11A;99;gene:protein;0.6029692195
9912;tissue_regeneration;tissue regeneration;14;biological process;0.1172133223571428
9913;pyoderma;pyoderma;15;disease;0.131703965
9914;tarsal_bone;tarsal bone;6;enzyme source;0.5046834450000001
9915;hemosiderosis;hemosiderosis;6;disease;0.5
9916;PDCL3;PDCL3;1;gene:protein;0.5940417
9917;EPHA1;EPHA1;6;gene:protein;0.6514968775000001
9918;IL19;IL19;16;gene:protein;0.6157864827272728
9919;pimozide;pimozide;156;drug;0.5
9920;Gilles_de_la_Tourette_syndrome;Gilles de la Tourette syndrome;1;disease;0.5
9921;lomustine;lomustine;24;drug;0.5
9922;complex_laminated_body;complex laminated body;19;cellular component;0.5
9923;ZNF2;ZNF2;22;gene:protein;0.5490717583333333
9924;long-term_synaptic_depression;long-term synaptic depression;220;biological process;0.5018181824
9925;Roxithromycin;Roxithromycin;9;drug;0.602157925
9926;CD109;CD109;14;gene:protein;0.5468416666666667
9927;TMEM219;TMEM219;3;gene:protein;0.55105376
9928;inflammatory_cell_apoptotic_process;inflammatory cell apoptotic process;1;biological process;0.5
9929;limb_development;limb development;17;biological process;0.3452381014285714
9930;Valproic acid;Valproic acid;51;other;0.54252795575
9931;2-propylpentanoic acid;2-propylpentanoic acid;2;other;0.58333333
9932;Thioridazine;Thioridazine;2;drug;0.5
9933;TRBV13;TRBV13;1;gene:protein;0.58491606
9934;PTX3;PTX3;644;gene:protein;0.6038074103333333
9935;NPTX1;NPTX1;7;gene:protein;0.64000607
9936;PTX4;PTX4;4;gene:protein;0.5555556
9937;APCS;APCS;33;gene:protein;0.6504362285714286
9938;AAK1;AAK1;39;gene:protein;0.6312092066666666
9939;GAK;GAK;33;gene:protein;0.6235694312500001
9940;SRXN1;SRXN1;53;gene:protein;0.6987166
9941;PDXK;PDXK;40;gene:protein;0.6181698200000001
9942;developmental_process_involved_in_reproduction;developmental process involved in reproduction;69;biological process;0.5161877923333333
9943;mitomycin C;mitomycin C;57;other;0.5065444385714286
9944;meloxicam;meloxicam;41;drug;0.5
9945;RRAS;RRAS;14;gene:protein;0.610138114
9946;Diethylstilbestrol;Diethylstilbestrol;2;drug;0.5
9947;phenylpropanolamine;phenylpropanolamine;1;drug;0.5
9948;blood_platelet;blood platelet;27;enzyme source;0.5023923452631579
9949;Estradiol;Estradiol;22;drug;0.5
9950;G6PC1;G6PC1;2;gene:protein;0.5
9951;GCK;GCK;7;gene:protein;0.64332599
9952;meibomian_cyst;meibomian cyst;1;disease;0.5
9953;WDR87;WDR87;1;gene;0.5
9954;adamantinoma;adamantinoma;7;disease;0.33333334
9955;PRNT;PRNT;70;gene:protein;0.5
9956;NCI-H69_cell;NCI-H69 cell;2;enzyme source;0.5
9957;NCI-H82_cell;NCI-H82 cell;1;enzyme source;0.5
9958;DMPK;DMPK;10;gene:protein;0.55248848
9959;Graves__disease;Graves disease;27;disease;0.5
9960;multinodular_goiter;multinodular goiter;10;disease;0.5
9961;PLB1;PLB1;335;gene:protein;0.5065551123076923
9962;cavernous_hemangioma;cavernous hemangioma;12;disease;0.2619047642857142
9963;portal_vein_thrombosis;portal vein thrombosis;5;disease;0.5
9964;cimetidine;cimetidine;24;drug;0.5
9965;SULT2A1;SULT2A1;4;gene:protein;0.580642765
9966;Quinidine;Quinidine;22;drug;0.5468326085714285
9967;procainamide;procainamide;12;drug;0.5
9968;RAB11A;RAB11A;96;gene:protein;0.6519598299999999
9969;RAB13;RAB13;28;gene:protein;0.6176546199999999
9970;cleavage_furrow;cleavage furrow;8;cellular component;0.5
9971;KIF13A;KIF13A;1;gene:protein;0.5914488
9972;RAB11FIP5;RAB11FIP5;2;gene:protein;0.59334865
9973;KIF3B;KIF3B;4;gene:protein;0.6628571
9974;RAB11B;RAB11B;1;gene:protein;0.5958416
9975;ubiquitin_recycling;ubiquitin recycling;3;biological process;0.5
9976;PIGN;PIGN;10;gene:protein;0.516568
9977;Prp19_complex;Prp19 complex;38;cellular component;0.5037594000000001
9978;CHSY1;CHSY1;5;gene:protein;0.6922863333333332
9979;NAIP;NAIP;114;gene:protein;0.6652037386363636
9980;MEFV;MEFV;55;gene:protein;0.6156986907142857
9981;PTPN22;PTPN22;35;gene:protein;0.6452198628571428
9982;extracellularly_ATP-gated_cation_channel_activity;extracellularly ATP-gated cation channel activity;7;molecular function;0.5
9983;familial_Mediterranean_fever;familial Mediterranean fever;20;disease;0.5
9984;adult-onset_Still_s_disease;adult-onset Still s disease;23;disease;0.5
9985;cullin-RING_ubiquitin_ligase_complex;cullin-RING ubiquitin ligase complex;10;cellular component;0.5
9986;RCAN1;RCAN1;219;gene:protein;0.60121312
9987;SOX11;SOX11;221;gene:protein;0.6168045733333334
9988;ICAM5;ICAM5;2;gene:protein;0.5243969
9989;WNT9B;WNT9B;10;gene:protein;0.6692492675
9990;SDHC;SDHC;18;gene:protein;0.6369144720000001
9991;histone_H3-K4_methylation;histone H3-K4 methylation;3;biological process;0.25
9992;histone_H3-K9_methylation;histone H3-K9 methylation;4;biological process;0.33333334
9993;CCNJ;CCNJ;4;gene:protein;0.5565319666666667
9994;RPA3;RPA3;2;gene:protein;0.599136465
9995;Dabrafenib;Dabrafenib;45;drug;0.5
9996;PTGES;PTGES;1;gene:protein;0.59597844
9997;nuclear_envelope;nuclear envelope;108;cellular component;0.5
9998;nuclear_inner_membrane;nuclear inner membrane;8;cellular component;0.5
9999;nuclear_lamina;nuclear lamina;12;cellular component;0.5
10000;epidermal_cell_line;epidermal cell line;2;enzyme source;0.33333334
10001;Omeprazole;Omeprazole;4;drug;0.5
10002;protein_complex_oligomerization;protein complex oligomerization;1;biological process;0.5
10003;wing;wing;70;enzyme source;0.5
10004;13-cis-retinoic acid;13-cis-retinoic acid;2;other;0.5
10005;morula;morula;15;enzyme source;0.5
10006;DNAH1;DNAH1;1;gene:protein;0.5
10007;RNY5;RNY5;18;gene;0.5
10008;RNY3;RNY3;8;gene;0.5
10009;HCRT;HCRT;45;gene:protein;0.5027599933333333
10010;CTDP1;CTDP1;15;gene:protein;0.6868476425
10011;MPF_complex;MPF complex;3;cellular component;0.5
10012;Golgi_membrane;Golgi membrane;7;cellular component;0.5
10013;WEE2;WEE2;2;gene:protein;0.63395354
10014;MUS81;MUS81;129;gene:protein;0.6629735075
10015;Radicicol;Radicicol;22;drug;0.5414944823529411
10016;APBA3;APBA3;2;gene:protein;0.65605515
10017;COMMD1;COMMD1;23;gene:protein;0.6686135833333333
10018;rough_endoplasmic_reticulum;rough endoplasmic reticulum;54;cellular component;0.5192820563999999
10019;COL4A1;COL4A1;15;gene:protein;0.5767825
10020;hypophosphatasia;hypophosphatasia;3;disease;0.25
10021;ARFGEF1;ARFGEF1;2;gene:protein;0.597894275
10022;Talazoparib;Talazoparib;27;drug;0.5086278585714286
10023;MDC1;MDC1;96;gene:protein;0.6390064959374999
10024;ZNF280C;ZNF280C;1;gene:protein;0.6903037
10025;Thiostrepton;Thiostrepton;50;drug;0.5
10026;ZNF750;ZNF750;40;gene:protein;0.697767775
10027;RNF139;RNF139;26;gene:protein;0.649598155
10028;INSIG2;INSIG2;2;gene:protein;0.61546576
10029;TM7SF2;TM7SF2;3;gene:protein;0.6809528499999999
10030;PMVK;PMVK;2;gene:protein;0.79318166
10031;COPI_vesicle_coat;COPI vesicle coat;6;cellular component;0.5
10032;AMFR;AMFR;141;gene:protein;0.7015391368749999
10033;NSDHL;NSDHL;1;gene:protein;0.7140944
10034;HSD17B7;HSD17B7;2;gene:protein;0.60728135
10035;SC5D;SC5D;1;gene:protein;0.7510443
10036;HMGCS1;HMGCS1;167;gene:protein;0.5973565981818182
10037;heart_formation;heart formation;15;biological process;0.5
10038;GAS2;GAS2;8;gene:protein;0.5
10039;triiodothyronine;triiodothyronine;19;other;0.5194016023076923
10040;DR1;DR1;12;gene:protein;0.5506276516666667
10041;NCI-H1975_cell;NCI-H1975 cell;22;enzyme source;0.5
10042;ciclesonide;ciclesonide;8;drug;0.5
10043;Daclatasvir;Daclatasvir;3;drug;0.70253215
10044;yellow_fever;yellow fever;23;disease;0.5
10045;toremifene;toremifene;17;drug;0.5
10046;HSPH1;HSPH1;11;gene:protein;0.7054592999999999
10047;MIR100;MIR100;231;gene;0.5
10048;multivesicular_body_assembly;multivesicular body assembly;5;biological process;0.5
10049;MIR587;MIR587;33;gene;0.5
10050;OSR2;OSR2;2;gene:protein;0.6807606
10051;RAD54B;RAD54B;4;gene:protein;0.613393545
10052;nephrosclerosis;nephrosclerosis;6;disease;0.5
10053;TNR;TNR;3;gene:protein;0.5620139000000001
10054;GCNT1;GCNT1;9;gene:protein;0.5272980166666666
10055;STAM2;STAM2;17;gene:protein;0.6340898
10056;FABP1;FABP1;109;gene:protein;0.6252856391666667
10057;fibrinogen_complex;fibrinogen complex;2;cellular component;0.5125
10058;pancreas_development;pancreas development;18;biological process;0.5
10059;RFX6;RFX6;21;gene:protein;0.6013636666666666
10060;neonatal_diabetes;neonatal diabetes;11;disease;0.3333333333333333
10061;permanent_neonatal_diabetes_mellitus;permanent neonatal diabetes mellitus;10;disease;0.525
10062;AMN;AMN;3;gene:protein;0.5
10063;CADASIL;CADASIL;81;disease;0.5
10064;PPP3R1;PPP3R1;51;gene:protein;0.6068088866666668
10065;CHGA;CHGA;169;gene:protein;0.5440605404
10066;cell_body;cell body;38;cellular component;0.350000006
10067;lichen_planus;lichen planus;17;disease;0.5
10068;tubercle;tubercle;19;enzyme source;0.5
10069;Methylprednisolone;Methylprednisolone;11;drug;0.5
10070;KY;KY;91;gene:protein;0.5
10071;cognition;cognition;12;biological process;0.1283754937499999
10072;short-term_memory;short-term memory;11;biological process;0.5
10073;Sorsby_s_fundus_dystrophy;Sorsby s fundus dystrophy;8;disease;0.5
10074;CAVIN2;CAVIN2;32;gene:protein;0.5643056222222221
10075;glycogen_biosynthetic_process;glycogen biosynthetic process;25;biological process;0.5
10076;carotid_body;carotid body;4;enzyme source;0.5
10077;axonogenesis;axonogenesis;28;biological process;0.50750918
10078;MIRLET7C;MIRLET7C;11;gene;0.5
10079;achalasia;achalasia;42;disease;0.5
10080;Chagas_disease;Chagas disease;41;disease;0.5094093446666667
10081;cholesterol_24-hydroxylase_activity;cholesterol 24-hydroxylase activity;49;molecular function;0.5506153500000001
10082;Machado-Joseph_disease;Machado-Joseph disease;17;disease;0.5487103266666666
10083;TBCCD1;TBCCD1;4;gene:protein;0.5484903
10084;CDKL5;CDKL5;319;gene:protein;0.5772546666666667
10085;KIAA0753;KIAA0753;3;gene:protein;0.5909091
10086;corpus_striatum;corpus striatum;74;enzyme source;0.5
10087;PPP1R1B;PPP1R1B;13;gene:protein;0.63007736
10088;hereditary_diffuse_gastric_cancer;hereditary diffuse gastric cancer;2;disease;0.5
10089;ciliary_basal_body;ciliary basal body;12;cellular component;0.5
10090;CDKN1C;CDKN1C;58;gene:protein;0.630109274827586
10091;PHLDA2;PHLDA2;26;gene:protein;0.5927857974999999
10092;ZFYVE9;ZFYVE9;8;gene:protein;0.600040032
10093;cyclo-phosphamide;cyclo-phosphamide;1;other;0.5
10094;STAT5A;STAT5A;444;gene:protein;0.6457369139393938
10095;HIP1R;HIP1R;17;gene:protein;0.5978456
10096;CKLF;CKLF;11;gene:protein;0.5613778966666667
10097;MTF1;MTF1;7;gene:protein;0.6345183249999999
10098;zinc_ion_homeostasis;zinc ion homeostasis;8;biological process;0.5
10099;MN1;MN1;68;gene:protein;0.593651605
10100;HTR1A;HTR1A;11;gene:protein;0.5574443116666666
10101;appendage;appendage;25;anatomical entity;0.25
10102;myelophthisic_anemia;myelophthisic anemia;8;disease;0.5
10103;GNAI2;GNAI2;31;gene:protein;0.663645567142857
10104;LGMN;LGMN;57;gene:protein;0.54242415875
10105;HTRA2;HTRA2;320;gene:protein;0.6724974169696968
10106;NEIL1;NEIL1;42;gene:protein;0.6752177512499999
10107;mature_B-cell_neoplasm;mature B-cell neoplasm;12;disease;0.155730222
10108;ANKRD17;ANKRD17;35;gene:protein;0.7158978300000001
10109;ANKHD1-EIF4EBP3;ANKHD1-EIF4EBP3;1;gene;0.5
10110;SIVA1;SIVA1;8;gene:protein;0.58961904
10111;Emactuzumab;Emactuzumab;6;drug;0.56631165
10112;reserpine;reserpine;4;drug;0.5
10113;POLR3H;POLR3H;35;gene:protein;0.5951856386666667
10114;SNORA18;SNORA18;4;gene;0.5
10115;SNORD65;SNORD65;1;gene;0.5
10116;SNORD91B;SNORD91B;2;gene;0.5
10117;SNORA25;SNORA25;1;gene;0.5
10118;SNORA74A;SNORA74A;6;gene;0.5
10119;SNORA27;SNORA27;1;gene;0.5
10120;SNORA57;SNORA57;1;gene;0.5
10121;SNORA62;SNORA62;2;gene;0.5
10122;SNORD23;SNORD23;1;gene;0.5
10123;PPM1D;PPM1D;96;gene:protein;0.645308915
